package,run_id,fusion_method,image_encoder_init,regime,stage,seed,source_family,training_mode,loss_scope,architecture_family,selection_subset,used_internal_holdout_for_selection,config_path
v18_dinov2_augmentation_package,v18_mixup_seed1,vit_dual,dinov2_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v18_dinov2_augmentation_package\runs\v18_results\v18_mixup_seed1\run_config_resolved.json
v18_dinov2_augmentation_package,v18_no_aug_seed1,vit_dual,dinov2_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v18_dinov2_augmentation_package\runs\v18_results\v18_no_aug_seed1\run_config_resolved.json
v19_flow_targeted_aug_package,v19_F1_seed1,vit_dual,dinov2_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v19_flow_targeted_aug_package\runs\v19_results\v19_F1_seed1\run_config_resolved.json
v20_arch_gradcam_study_package,v20_1branch_noseq_seed1,vit_dual,dinov2_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v20_arch_gradcam_study_package\runs\v20_results\v20_1branch_noseq_seed1\run_config_resolved.json
v20_arch_gradcam_study_package,v20_1branch_seq_seed1,vit_dual,dinov2_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v20_arch_gradcam_study_package\runs\v20_results\v20_1branch_seq_seed1\run_config_resolved.json
v20_arch_gradcam_study_package,v20_2branch_noseq_seed1,vit_dual,dinov2_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v20_arch_gradcam_study_package\runs\v20_results\v20_2branch_noseq_seed1\run_config_resolved.json
v20_arch_gradcam_study_package,v20_4branch_noseq_seed1,vit_dual,dinov2_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v20_arch_gradcam_study_package\runs\v20_results\v20_4branch_noseq_seed1\run_config_resolved.json
v20_arch_gradcam_study_package,v20_4branch_seq_seed1,vit_dual,dinov2_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v20_arch_gradcam_study_package\runs\v20_results\v20_4branch_seq_seed1\run_config_resolved.json
v22_se_attention_package,v22_SE_cls_seed1,vit_dual,dinov2_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,dinov2_vit_s14_v15c_dual_encoder_tcn_gmu_se,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v22_se_attention_package\runs\v22_results\v22_SE_cls_seed1\run_config_resolved.json
v23_dinov2_vitl_ceiling_package,v23_dinov2_vitl_ceiling_seed1,vit_dual,dinov2_vitl_dual,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v23_dinov2_vitl_ceiling_package\runs\v23_results\v23_dinov2_vitl_ceiling_seed1\run_config_resolved.json
v24_multirocket_tension_test,tcn_gap0p15_window2s_seed1,,,,,1.0,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tcn_gap0p15_dual_window\tcn_gap0p15_window2s_seed1\run_config_resolved.json
v24_multirocket_tension_test,tcn_gap0p15_window4s_seed1,,,,,1.0,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tcn_gap0p15_dual_window\tcn_gap0p15_window4s_seed1\run_config_resolved.json
v24_multirocket_tension_test,engineered_hist_gradient_boosting,,,,,,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tension_followup_features_inception\engineered_hist_gradient_boosting\run_config_resolved.json
v24_multirocket_tension_test,engineered_logreg_l2,,,,,,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tension_followup_features_inception\engineered_logreg_l2\run_config_resolved.json
v24_multirocket_tension_test,engineered_ridge_cv,,,,,,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tension_followup_features_inception\engineered_ridge_cv\run_config_resolved.json
v24_multirocket_tension_test,inceptiontime_small_groupnorm_seed1,,,,,1.0,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tension_followup_features_inception\inceptiontime_small_groupnorm_seed1\run_config_resolved.json
v24_multirocket_tension_test,engineered_hist_gradient_boosting,,,,,,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tension_fullframe_all_images\engineered_hist_gradient_boosting\run_config_resolved.json
v24_multirocket_tension_test,engineered_logreg_l2,,,,,,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tension_fullframe_all_images\engineered_logreg_l2\run_config_resolved.json
v24_multirocket_tension_test,engineered_ridge_cv,,,,,,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tension_fullframe_all_images\engineered_ridge_cv\run_config_resolved.json
v24_multirocket_tension_test,inceptiontime_small_groupnorm_seed1,,,,,1.0,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tension_fullframe_all_images\inceptiontime_small_groupnorm_seed1\run_config_resolved.json
v24_multirocket_tension_test,tcn_v13_style_tensiononly_fullframe_seed1,,,,,1.0,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\encoder_tension_fullframe_all_images\tcn_v13_style_tensiononly_fullframe_seed1\run_config_resolved.json
v24_multirocket_tension_test,multirocket_tension_v13_temporal81,,,temporal_81,,,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\multirocket_tension_v13_temporal81\run_config_resolved.json
v24_multirocket_tension_test,multirocket_tension_v13_temporal81_k1024,,,temporal_81,,,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\multirocket_tension_v13_temporal81_k1024\run_config_resolved.json
v24_multirocket_tension_test,multirocket_tension_v13_temporal81_k6250,,,temporal_81,,,,,,,,,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_multirocket_tension_test\runs\multirocket_tension_v13_temporal81_k6250\run_config_resolved.json
v24_shallow_wide_package,v17_5blk_concat256_sgd_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v17_5blk_fusion_swap_results\v17_5blk_concat256_sgd_seed1\run_config_resolved.json
v24_shallow_wide_package,v17_5blk_film_sgd_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v17_5blk_fusion_swap_results\v17_5blk_film_sgd_seed1\run_config_resolved.json
v24_shallow_wide_package,v17_5blk_sum_sgd_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v17_5blk_fusion_swap_results\v17_5blk_sum_sgd_seed1\run_config_resolved.json
v24_shallow_wide_package,v17_5blk_seqaux_sgd_seed1,vit_dual,dinov3_truncated_5blk_seqaux,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v17_5blk_seqaux_results\v17_5blk_seqaux_sgd_seed1\run_config_resolved.json
v24_shallow_wide_package,v17_5blk_sgd_pilot_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v17_5blk_sgd_pilot_results\v17_5blk_sgd_pilot_seed1\run_config_resolved.json
v24_shallow_wide_package,v17_5blk_sgd_pure_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v17_5blk_sgd_pure_results\v17_5blk_sgd_pure_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_centercrop160_v17_5blk_seqaux_seed1,vit_dual,dinov3_truncated_5blk_seqaux_center_crop_160,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_centercrop_seqaux_results\v24_centercrop160_v17_5blk_seqaux_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_dinov2_vits_5blk_sgd_pure_seed1,vit_dual,dinov2_vits_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_dinov2_vits_sgd_pure_results\v24_dinov2_vits_5blk_sgd_pure_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_v17best_branchb_fusionb_head_pbmargin_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_rescue_from_best\finetune_from_v17_5blk_seed1\v24_v17best_branchb_fusionb_head_pbmargin_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_v17best_fusionb_head_pbmargin_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_rescue_from_best\finetune_from_v17_5blk_seed1\v24_v17best_fusionb_head_pbmargin_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_v17best_geoaug_branchb_fusionb_head_pbmargin_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_rescue_from_best\finetune_from_v17_5blk_seed1\v24_v17best_geoaug_branchb_fusionb_head_pbmargin_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_v17best_headonly_pbmargin_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_rescue_from_best\finetune_from_v17_5blk_seed1\v24_v17best_headonly_pbmargin_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_geoaug_v17_5blk_seed1_fulltrain,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_rescue_from_best\geoaug_fulltrain\v24_geoaug_v17_5blk_seed1_fulltrain\run_config_resolved.json
v24_shallow_wide_package,v24_geoaug_v17_5blk_seed1_fulltrain_true,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_rescue_from_best\geoaug_fulltrain\v24_geoaug_v17_5blk_seed1_fulltrain_true\run_config_resolved.json
v24_shallow_wide_package,v24_dinov2_vitb_5blk_phase2_seed1,vit_dual,dinov2_vitb_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_results\v24_dinov2_vitb_5blk_phase2_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_dinov2_vitb_5blk_seed1,vit_dual,dinov2_vitb_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_results\v24_dinov2_vitb_5blk_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_dinov2_vitb_5blk_warmup15_seed1,vit_dual,dinov2_vitb_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_results\v24_dinov2_vitb_5blk_warmup15_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_dinov3_vitb_5blk_seed1,vit_dual,dinov3_vitb_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_results\v24_dinov3_vitb_5blk_seed1\run_config_resolved.json
v24_shallow_wide_package,v17_5blk_seed1,vit_dual,dinov3_truncated_5blk,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_temp_rescue\v24_temp_rescue_v17orig_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_tension_ce_coral_aux_w0p2_seqaux_seed1,vit_dual,dinov3_truncated_5blk_tension_ce_coral_aux,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_tension_ce_coral_aux_results\v24_tension_ce_coral_aux_w0p2_seqaux_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_tension_ce_coral_aux_w0p5_seqaux_seed1,vit_dual,dinov3_truncated_5blk_tension_ce_coral_aux,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_tension_ce_coral_aux_w0p5_results\v24_tension_ce_coral_aux_w0p5_seqaux_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_tension_coral_seqaux_seed1,vit_dual,dinov3_truncated_5blk_tension_coral,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_tension_coral_results\v24_tension_coral_seqaux_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_tension_headonly_printbalanced_class3margin_seed1,vit_dual,dinov3_truncated_5blk_seqaux,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_tension_headonly_results\v24_tension_headonly_printbalanced_class3margin_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_tension_only_v17_5blk_seqaux_seed1,vit_dual,dinov3_truncated_5blk_seqaux,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_tension_only_results\v24_tension_only_v17_5blk_seqaux_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_tension_pcgrad_finetune_from_v17_seqaux_seed1,vit_dual,dinov3_truncated_5blk_seqaux,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_tension_pcgrad_results\v24_tension_pcgrad_finetune_from_v17_seqaux_seed1\run_config_resolved.json
v24_shallow_wide_package,v24_tension_rescue_printbalanced_class3margin_seed1,vit_dual,dinov3_truncated_5blk_seqaux,include64_train_only,stage_a,1.0,v13_moco_fusion,train_from_scratch_or_moco_pretrained,four_head_sum_ce,mobilenetv3_small_tcn_multifusion_four_head,id_val,False,C:\Users\EM328 Super\Desktop\caxton-new-codex\v24_shallow_wide_package\runs\v24_tension_rescue_results\v24_tension_rescue_printbalanced_class3margin_seed1\run_config_resolved.json
